gen, d0l0, d1l0, d2l0, d3l0, d4l0, d5l0, d6l0, d7l0, d8l0, d9l0, d10l0, d11l0, d12l0, d13l0, d14l0, d15l0, d16l0, d17l0, d18l0, d19l0, d0l1, d1l1, d2l1, d3l1, d4l1, d5l1, d6l1, d7l1, d8l1, d9l1, d10l1, d11l1, d12l1, d13l1, d14l1, d15l1, d16l1, d17l1, d18l1, d19l1, d0W, d1W, d2W, d3W, d4W, d5W, d6W, d7W, d8W, d9W, d10W, d11W, d12W, d13W, d14W, d15W, d16W, d17W, d18W, d19W, 
0, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9745,0.981,0.9735,0.9795,0.9835,0.989,0.9875,0.985,0.9925,0.993,0.9895,0.9925,0.9845,0.988,0.986,0.9885,0.987,0.989,0.991,0.988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
100, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9755,0.9785,0.9835,0.98,0.989,0.983,0.986,0.9885,0.9875,0.9905,0.993,0.989,0.9825,0.983,0.9745,0.97,0.969,0.9625,0.974,0.965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
200, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9895,0.9915,0.9885,0.984,0.9885,0.992,0.9935,0.9905,0.986,0.981,0.9785,0.9845,0.9845,0.9855,0.9875,0.988,0.9845,0.984,0.9905,0.993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
300, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9735,0.971,0.9825,0.9755,0.97,0.9675,0.969,0.9705,0.981,0.989,0.9845,0.9905,0.9885,0.9945,0.989,0.9875,0.987,0.986,0.986,0.991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
400, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958,0.9585,0.9675,0.9755,0.9765,0.967,0.9715,0.981,0.977,0.9815,0.98,0.9765,0.976,0.9845,0.988,0.99,0.9925,0.9975,0.9955,0.9945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
500, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0.983,0.9855,0.979,0.981,0.978,0.9695,0.9775,0.9785,0.98,0.982,0.9835,0.988,0.989,0.9885,0.9905,0.9945,0.986,0.991,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
600, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987,0.988,0.988,0.985,0.982,0.982,0.9735,0.982,0.979,0.975,0.97,0.978,0.984,0.9845,0.9895,0.983,0.982,0.986,0.9785,0.989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
700, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992,0.9895,0.9885,0.985,0.985,0.9845,0.97,0.976,0.978,0.9805,0.9865,0.9845,0.9905,0.987,0.989,0.978,0.9785,0.9835,0.9745,0.9745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
800, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9825,0.9815,0.9815,0.9805,0.9785,0.9825,0.979,0.985,0.981,0.9815,0.985,0.98,0.985,0.9745,0.974,0.9685,0.9725,0.9705,0.974,0.971,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
900, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0.971,0.9765,0.977,0.984,0.983,0.9885,0.9885,0.9935,0.996,0.9975,0.9965,0.9965,0.9955,0.995,0.9935,0.9925,0.9945,0.9955,0.9975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
